massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1	258.110001815	11.3506158706	9.07683521046e-07	0.000549148530233	2080
row2	482.360557992	3.86972975835	2.5287230135e-05	0.00764938711585	2754
row3	524.37135596	3.70290365191	0.000184761844046	0.023583390583	2798
row4	525.374697635	3.70120072502	0.000216906333734	0.023583390583	2800
row5	158.117638675	8.65825398384	0.000225118962782	0.023583390583	862
row6	526.377429447	3.70252190017	0.000233884865286	0.023583390583	2801
row7	508.376312041	3.77338383141	0.000334879107558	0.0289431228676	4264
row8	787.665916111	3.99347800836	0.00146278403442	0.110623042603	3027
row9	469.311962206	3.97422789495	0.00193935308617	0.130367624126	2743
row10	480.344769694	3.77761413781	0.00271502251296	0.164258862034	2751
row11	241.031003152	12.5978707577	0.00361737699391	0.198955734665	1917
row12	499.348385184	3.82135217676	0.00414577522421	0.205398645719	2773
row13	510.355678558	3.75556672991	0.00469477346877	0.205398645719	2779
row14	495.327559456	3.8611968663	0.00518985107337	0.205398645719	2766
row15	498.345832825	3.81395682337	0.00540065695139	0.205398645719	2771
row16	171.076459483	9.2359345444	0.0055783519813	0.205398645719	1045
row17	497.343136235	3.82270923495	0.00581514348039	0.205398645719	2769
row18	496.339679116	3.81947167478	0.00647207512547	0.205398645719	2767
row19	128.0706107	9.77143839513	0.00666647307907	0.205398645719	383
row20	151.111785611	3.98715878135	0.00754278498623	0.205398645719	767
row21	130.049957175	9.23573823615	0.00773329998277	0.205398645719	411
row22	174.112560667	9.82136113308	0.00789959394575	0.205398645719	1089
row23	116.070477009	8.61149454931	0.0080712285636	0.205398645719	256
row24	468.308435777	3.97057929749	0.00814804545002	0.205398645719	2741
row25	148.060445612	9.5993902709	0.0127763907426	0.299095988695	710
row26	171.101638678	4.37023949575	0.0128537119109	0.299095988695	1049
row27	253.154569706	4.14302397824	0.014219921593	0.318631576435	2042
row28	482.324212124	3.85737394875	0.0151640356203	0.32765148394	2752
row29	103.069531816	9.63255961593	0.0170748472234	0.356216640351	129
row30	234.014714997	9.79680535703	0.0190455014808	0.384084279863	1836
row31	148.060419986	11.7584354239	0.0214811508444	0.419228911641	709
row32	494.324076189	3.86492462771	0.0237557425012	0.449132006663	2765
row33	149.063827624	11.7641884347	0.0271968442241	0.477805929686	730
row34	174.112585267	4.38959529295	0.0273621787366	0.477805929686	1088
row35	181.039702733	9.67024741769	0.0276416653538	0.477805929686	1172
row36	147.076388079	6.87883997253	0.0390834188537	0.656818566846	690
row37	774.598490589	3.19673460428	0.041503584698	0.678639695737	3000
row38	303.023937828	10.4124143605	0.0443632414304	0.691235478203	2395
row39	105.110392542	16.7043762982	0.0445589812395	0.691235478203	159
row40	139.05836337	9.88208702855	0.0474282395449	0.717352123116	4562
row41	816.701704843	3.30508442406	0.0489516058793	0.722334672121	3093
row42	188.091793161	6.71139221512	0.0527748843983	0.760209644308	1264
row43	148.04266542	6.7142529037	0.0587151125212	0.826107978495	705
row44	133.099021064	9.28805597918	0.0610062776343	0.829640767745	488
row45	315.235863037	4.37261360319	0.0617088174356	0.829640767745	4139
row46	134.108634059	9.30018421682	0.0658805175893	0.866472024816	504
row47	175.071430149	9.92745219836	0.0680898552413	0.876475796191	1105
row48	132.061855617	9.28326127822	0.0717450531806	0.897447798313	456
row49	160.034530981	10.5680084086	0.0726858547394	0.897447798313	896
row50	240.142205489	6.70325703983	0.0782452024936	0.946766950173	1911
row51	518.322045577	4.00667790511	0.084109021658	0.982516436129	2785
row52	112.050562	9.76502164353	0.0844476936838	0.982516436129	209
row53	568.339757746	3.67488107021	0.0873664120915	0.990505198613	2832
row54	240.142365985	4.38086801218	0.0884087284713	0.990505198613	1912
row55	522.355883147	3.73698690196	0.0914825230004	0.993421735357	2794
row56	162.050171708	10.4026374615	0.0919530862479	0.993421735357	920
row57	519.32546194	3.99289224802	0.0940942893712	0.99872008894	2787
row58	190.086226295	6.71757080015	0.0974994033424	0.999732291641	1291
row59	523.359145717	3.73649391467	0.0989123270906	0.999732291641	2796
row60	102.054975221	9.79951395738	0.0991470041297	0.999732291641	121
row61	184.096931056	4.41351942383	0.103263944971	0.99979345453	1206
row62	136.048232602	8.55757372319	0.119736443374	0.99979345453	516
row63	815.696877131	3.30551498609	0.120946998904	0.99979345453	3091
row64	132.142100975	9.28140072498	0.127185602377	0.99979345453	469
row65	547.358496094	3.70293120628	0.127451264032	0.99979345453	2818
row66	138.054955937	6.72619061722	0.1403750018	0.99979345453	551
row67	141.091030975	4.3829665364	0.147569711508	0.99979345453	577
row68	159.027786255	9.03375257119	0.147835141934	0.99979345453	872
row69	496.339665243	6.67838650145	0.149389100788	0.99979345453	2768
row70	380.255810738	6.71370195684	0.150786679718	0.99979345453	2627
row71	545.343097189	3.71693773541	0.15986050544	0.99979345453	2816
row72	157.073837594	11.7754670135	0.162040182957	0.99979345453	840
row73	185.128542171	4.43510818154	0.164857303895	0.99979345453	1228
row74	497.343118191	6.6902299591	0.165314009679	0.99979345453	2770
row75	797.623622054	3.16025200588	0.165793079174	0.99979345453	3047
row76	155.092721538	8.6058847243	0.171762110267	0.99979345453	805
row77	176.037662841	6.71438045935	0.174742938185	0.99979345453	1116
row78	159.157357765	3.61378549807	0.175496359818	0.99979345453	891
row79	287.099995375	6.7203394728	0.177389692232	0.99979345453	2299
row80	544.339624353	3.7130083018	0.180494423186	0.99979345453	2815
row81	157.097244056	6.73510110094	0.181981968209	0.99979345453	849
row82	788.670921913	3.31523381685	0.183612669249	0.99979345453	3031
row83	175.001748678	9.03496360211	0.18845120821	0.99979345453	1100
row84	203.139155739	10.3351863693	0.188712354595	0.99979345453	1465
row85	200.054365519	9.03911797826	0.188829385463	0.99979345453	1417
row86	610.504201861	3.01401994435	0.191066733151	0.99979345453	2866
row87	188.070650306	7.69589835493	0.191604579022	0.99979345453	1263
row88	171.076453962	8.30022523384	0.194064267942	0.99979345453	1046
row89	246.123644855	9.96030024648	0.194961264966	0.99979345453	1960
row90	837.618204753	3.15076792969	0.199822409741	0.99979345453	3119
row91	195.087785554	4.37564978388	0.204854185845	0.99979345453	1362
row92	792.58900532	3.17424326169	0.207339982292	0.99979345453	3038
row93	199.107791965	6.74435836475	0.214625782899	0.99979345453	4868
row94	123.055280434	6.71584604171	0.214852323096	0.99979345453	343
